"","1989-07-14","1989-12-19","1990-12-14","1991-03-26","1991-06-11","1991-09-12","1991-12-30","1992-03-27","1992-06-22","1992-09-11","1993-01-11","1993-04-02","1993-06-21","1993-09-20","1994-01-10","1994-04-04","1994-07-01","1994-09-13","1995-01-09","1995-04-03","1995-07-05","1995-10-11","1996-01-10","1996-04-10","1996-07-10","1996-10-09","1997-01-08","1997-04-09","1997-07-09","1997-10-08","1998-01-07","1998-04-07","1998-07-08","1998-10-07","1999-01-06","1999-04-07","1999-07-07","1999-10-06","2000-01-10","2000-04-05","2000-07-05","2000-10-04","2001-01-03","2001-04-04","2001-07-03","2001-10-03","2002-01-02","2002-04-02","2002-07-02","2002-10-02","2002-12-31","2003-04-02","2003-07-09","2003-10-01","2003-12-30","2004-03-31","2004-06-30","2004-09-22","2004-12-22","2005-03-22"
"Dividend",0.0125,0.0125,0.0125,0.0125,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
