"","2002-06-24","2003-06-23","2004-06-21","2004-11-22","2005-06-20","2005-11-21","2006-06-19","2006-11-20","2007-06-18","2007-11-19","2008-06-23","2008-11-24","2009-06-22","2009-11-23","2010-06-21","2010-11-22","2011-06-20","2011-11-21","2012-06-18","2013-06-24","2014-06-23","2015-06-22","2016-06-20"
"Dividend",0.36,0.36,0.36,0.33,0.36,0.19,0.44,0.2,0.29,0.2,0.29,0.2,0.29,0.1,0.1088,0.0725,0.18,0.1,0.16,0.15,0.13,0.14,0.16
