"","1996-03-13","1996-06-12","1996-09-11","1996-12-12","1997-03-12","1997-06-10","1997-09-10","1997-12-12","1998-03-12","1998-06-11","1998-09-11","1998-12-14","1999-03-12","1999-06-14","1999-09-14","1999-12-14","2000-03-14","2000-06-14","2000-09-13","2000-12-13","2001-03-14","2001-06-13","2001-12-12","2002-03-13","2002-06-12","2002-12-10","2003-12-12","2004-12-08","2005-12-07","2006-12-06","2007-12-05","2008-11-26","2009-11-25","2010-11-24","2011-11-23","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-25","2015-02-25","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.02125,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.1,0.15,0.2,0.2,0.25,0.275,0.275,0.275,0.375,0.525,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.24,0.3,0.3,0.3,0.3
