"","2008-05-16","2009-05-04","2010-05-04","2011-05-13","2012-05-25","2013-05-17","2014-05-16","2015-05-22","2016-05-26","2016-05-27"
"Dividend",0.78,0.78,0.5743,0.7,0.7,0.7,0.5,0.5,0.55,0.53
