"","1992-01-24","1992-04-24","1992-07-24","1992-10-26","1993-01-26","1993-04-26","1993-07-26","1993-10-26","1994-01-26","1994-04-26","1994-07-26","1994-10-26","1994-12-23","1995-03-28","1995-06-29","1995-09-28","1995-12-28","1996-03-28","1996-06-27","1996-09-27","1996-12-30","1997-03-27","1997-06-27","1997-09-29","1997-12-30","1998-03-30","1998-06-16","1998-06-29","1998-09-29","1998-11-12","1998-12-30","1999-04-01","1999-07-01","1999-10-01","1999-12-30","2000-04-03","2000-07-03","2000-10-02","2000-12-28","2001-04-02","2001-07-02","2001-10-01","2001-12-28","2002-04-01","2002-07-01","2002-10-01","2002-12-30","2003-04-01","2003-07-01","2003-10-01","2003-12-30","2004-04-01","2004-07-01","2004-10-01","2004-12-30","2005-04-01","2005-07-01","2005-10-03","2005-12-29","2006-04-03","2006-07-03","2006-10-02","2006-12-28","2007-04-02","2007-07-02","2007-10-01","2007-12-28","2008-04-02","2008-07-01","2008-10-01","2008-12-30","2009-04-02","2009-07-01","2009-10-01","2009-12-30","2010-03-31","2010-06-29","2010-10-01","2010-12-30","2011-04-01","2011-07-01","2011-10-03","2011-12-30","2012-04-02","2012-07-02","2012-10-01","2012-12-28","2013-04-01","2013-07-01","2013-10-01","2013-12-30","2014-04-01","2014-07-01","2014-10-01","2014-12-30","2015-04-01","2015-07-01","2015-10-01","2015-12-30","2016-04-01","2016-07-01"
"Dividend",0.03511,0.09778,0.09778,0.09778,0.10444,0.10444,0.10444,0.10444,0.11111,0.11111,0.11111,0.11111,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14333,0.14333,0.14333,0.14333,0.16,0.16,0.14,0.02,0.16,0.01667,0.19,0.2,0.2,0.2,0.22,0.22,0.22,0.22667,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.285,0.285,0.285,0.285,0.305,0.305,0.305,0.33,0.33,0.33,0.33,0.36,0.36,0.36,0.36,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.06,0.06,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.225,0.225,0.225,0.225,0.24,0.24,0.24,0.24,0.255,0.255,0.255
