"","2003-11-14","2004-01-05","2004-04-19","2004-07-02","2004-10-04","2005-01-03","2005-04-18","2005-06-30","2005-09-30","2005-12-29","2006-04-18","2006-06-29","2006-09-29","2006-12-28","2007-04-23","2007-07-06","2007-10-04","2008-01-07","2008-04-21","2008-07-03","2008-10-03","2009-01-02","2009-04-14","2009-07-02","2009-10-02","2009-12-31","2010-04-13","2010-07-01","2010-10-01","2010-12-31","2011-04-12","2011-06-30","2011-09-30","2011-12-29","2012-04-17","2012-06-08","2012-09-07","2012-12-07","2013-03-19","2013-06-07","2013-09-06","2013-12-06","2014-03-18","2014-06-10","2014-09-09","2014-12-09","2015-03-20","2015-06-09","2015-09-11","2015-12-08","2016-03-15","2016-06-10","2016-09-09"
"Dividend",0.2,0.06667,0.06667,0.06667,0.07333,0.07333,0.07333,0.07333,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.19,0.19,0.74,0.23,0.23,0.23,0.73,0.28,0.28
