"","1989-12-22","1990-03-19","1990-06-19","1990-09-18","1990-12-17","1991-03-19","1991-06-18","1991-09-17","1991-12-17","1992-03-17","1992-06-17","1992-09-17","1992-12-17","1993-03-17","1993-06-11","1993-09-09","1993-12-10","1994-03-09","1994-06-14","1994-09-16","1994-12-16","1995-03-20","1995-06-20","1995-09-19","1995-12-19","1996-03-19","1996-06-18","1996-09-17","1996-12-18","1997-03-19","1997-06-18","1997-09-19","1997-12-17","1998-03-18","1998-06-16","1998-09-22","1998-12-18","1999-03-23","1999-06-22","1999-09-21","1999-12-21","2000-03-21","2000-06-20","2000-09-19","2000-12-19","2001-03-20","2001-06-19","2001-09-18","2001-12-18","2002-03-19","2002-06-18","2002-09-17","2002-12-18","2003-03-18","2003-06-18","2003-09-17","2003-12-17","2004-03-17","2004-06-16","2004-09-15","2004-12-15","2005-03-22","2005-06-21","2005-09-20","2005-12-20","2006-03-21","2006-06-20","2006-09-19","2006-12-19","2007-03-20","2007-06-19","2007-09-18","2007-12-19","2008-03-18","2008-06-17","2008-09-16","2008-12-16","2009-03-17","2009-06-16","2009-09-15","2009-12-21","2010-03-16","2010-06-15","2010-09-14","2010-12-14","2011-03-15","2011-06-14","2011-09-14","2011-12-13","2012-03-20","2012-06-19","2012-09-18","2012-12-13","2013-03-19","2013-06-18","2013-09-17","2013-12-17","2014-03-18","2014-06-17","2014-09-16","2014-12-15","2015-03-17","2015-06-16","2015-09-15","2015-12-15","2016-03-22","2016-06-21","2016-09-20"
"Dividend",0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.00583,0.0075,0.00733,0.00733,0.00733,0.00733,0.00733,0.00733,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.013,0.013,0.013,0.015,0.015,0.015,0.015,0.015,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,3.101,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
