"","2014-05-09","2014-08-05","2014-11-14","2015-02-03","2015-05-12","2015-08-04","2015-11-17","2016-02-09","2016-05-10","2016-08-02"
"Dividend",0.11,0.11,0.13,0.13,0.13,0.26,0.26,0.26,0.26,0.28
