"","1983-05-05","1983-08-05","1983-11-02","1984-02-06","1984-05-04","1984-08-06","1984-11-02","1985-02-05","1985-05-06","1985-08-06","1985-11-04","1986-02-04","1986-05-06","1986-08-05","2005-05-27","2005-08-30","2005-11-29","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-06-01","2007-08-29","2007-11-29","2008-02-28","2008-05-29","2008-08-28","2008-11-26","2009-02-26","2009-05-28","2009-08-28","2009-11-27","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-25","2015-02-25","2015-05-27","2015-08-26","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.025,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.12,0.15,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.425,0.425,0.5,0.5,0.5,0.5,0.55
