"","2010-12-13","2011-03-16","2011-06-15","2011-09-15","2011-12-15","2012-03-15","2012-06-14","2012-09-18","2012-12-13","2013-03-21","2013-06-13","2013-09-17","2013-12-18","2014-03-18","2014-06-17","2014-09-17","2014-12-17","2015-03-18","2015-06-17","2015-09-16","2015-12-16","2016-03-16","2016-06-15","2016-09-15"
"Dividend",0.07,0.08,0.09,0.11,0.12,0.13,0.15,0.16,0.17,0.19,0.21,0.23,0.25,0.27,0.29,0.32,0.35,0.38,0.4,0.42,0.44,0.49,0.5,0.51
