"","1987-06-08","1987-09-04","1987-12-07","1988-03-07","1988-06-06","1988-09-02","1988-12-05","1989-03-06","1989-06-05","1989-09-01","1989-12-04","1990-03-05","1990-06-04","1990-09-10","1990-12-10","1991-03-04","1991-06-10","1991-09-09","1991-12-09","1992-03-09","1992-06-08","1992-09-04","1992-11-17","1993-03-08","1993-06-07","1993-09-03","1993-12-06","1994-03-07","1994-06-06","1994-09-02","1994-12-05","1995-03-06","1995-06-06","1995-09-06","1995-12-06","1996-03-06","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-11","1997-09-10","1997-12-10","1998-03-11","1998-06-10","1998-09-09","1998-12-09","1999-03-10","1999-06-09","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-06","2000-12-06","2001-03-07","2001-06-06","2001-09-12","2001-09-17","2001-12-12","2002-03-06","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-10","2003-12-10","2004-03-10","2004-06-09","2004-09-08","2004-12-08","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-06","2006-12-06","2007-08-29","2008-01-17","2010-01-25","2010-12-16","2011-01-25","2012-01-24","2012-11-19","2013-01-23","2014-01-27","2015-02-02","2016-02-01"
"Dividend",0.00042,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00306,0.00306,0.00306,0.00306,0.00333,0.00333,0.00333,0.00333,0.00361,0.00361,0.00361,0.00361,0.00389,0.00389,0.00389,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00458,0.00458,0.00458,0.00458,0.00458,0.00458,0.00458,0.00458,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.00542,0.00542,0.00542,0.00542,0.00542,0.00542,0.00542,0.00542,0.00583,0.00583,0.00583,0.00583,0.07,0.07,0.00583,0.00583,0.00575,0.00625,0.00625,0.00575,0.00625,0.00625,0.00625,0.00625,0.00625,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.03,0.009,0.009,2,0.145,0.161,1,0.399,0.407,1,0.285,1.493,0.686,0.888
