"","2010-04-05","2010-08-02","2010-11-16","2011-02-07","2011-05-09","2011-08-08","2011-11-15","2012-02-06","2012-05-07","2012-08-06","2012-11-13","2013-02-05","2013-05-07","2013-08-06","2013-11-12","2014-02-04","2014-05-06","2014-08-05","2014-11-10","2015-02-03","2015-05-05","2015-08-04","2015-11-09","2016-02-02","2016-05-03","2016-08-02"
"Dividend",0.05,0.065,0.065,0.065,0.065,0.065,0.085,0.085,0.085,0.085,0.105,0.105,0.105,0.105,0.13,0.13,0.13,0.13,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2
