"","1993-09-20","1993-12-02","1994-03-21","1994-05-18","1994-06-20","1994-09-26","1994-12-23","1995-03-27","1995-06-28","1995-09-27","1995-12-27","1996-03-27","1996-06-26","1996-09-25","1996-12-24","1997-03-25","1997-06-25","1997-09-24","1997-12-11","1998-03-25","1998-06-24","1998-09-14","1998-12-16","1999-03-17","1999-06-16","1999-09-16","1999-12-16","2000-03-16","2000-06-16","2000-09-18","2000-12-15","2001-03-16","2001-06-18","2001-09-18","2001-12-18","2002-03-18","2002-06-18","2002-09-18","2002-12-18","2003-03-18","2003-06-18","2003-09-17","2003-12-17","2004-03-17","2004-06-16","2004-09-15","2004-12-15","2005-03-16","2005-06-15","2005-09-15","2005-12-15","2006-03-16","2006-06-15","2006-09-14","2006-12-20","2007-03-15","2007-06-14","2007-09-13","2007-12-20","2008-03-13","2008-06-12","2008-09-11","2008-12-18","2009-03-12","2009-06-11","2009-09-17","2009-12-17","2010-03-11","2010-06-16","2010-09-16","2010-12-16","2011-03-17","2011-06-16","2011-09-16","2011-12-15","2012-03-21","2012-06-20","2012-09-19","2012-12-19","2013-03-20","2013-06-20","2013-09-19","2013-12-24","2014-03-20","2014-04-02","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-06-19","2014-09-18","2014-12-23","2015-03-19","2015-06-24","2015-09-17","2015-12-23","2016-03-01","2016-03-22","2016-06-23","2016-09-22"
"Dividend",0.105,0.235,0.24,0.2475,0.2475,0.245,0.26,0.2575,0.2575,0.2575,0.295,0.295,0.295,0.295,0.3125,0.3125,0.3125,0.3125,0.219,0.335,0.335,0.335,0.355,0.355,0.355,0.38,0.38,0.38,0.38,0.4075,0.4075,0.4075,0.4075,0.4325,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.443,0.443,0.443,0.443,0.463,0.463,0.463,0.463,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.338,0.338,0.338,0.338,0.338,0.458,0.338,0.338,0.338,0.568,0.338,0.338,0.338,0.767,0.4,0.4,0.4,0.65,0.5,0,0,0,0,0,0.5,0.5,0.5,0.552,0.553,0.553,0.553,8,0.504,0.504,3.504
