"","1983-06-14","1983-09-12","1983-12-12","1984-03-13","1984-06-12","1984-09-11","1984-12-11","1985-03-12","1985-06-11","1985-09-12","1985-12-10","1986-03-17","1986-06-13","1986-09-15","1986-12-11","1987-01-27","1987-06-15","1987-09-14","1987-12-14","1988-03-15","1988-06-14","1988-09-13","1988-12-12","1989-03-14","1989-06-13","1989-09-12","1989-12-12","1990-03-13","1990-06-14","1990-09-11","1990-12-11","1991-03-12","1991-06-11","1991-09-10","1991-12-10","1992-03-10","1992-06-02","1992-09-08","1992-12-07","1993-03-08","1993-06-08","1993-09-07","1993-12-06","1994-03-08","1994-06-07","1994-09-12","1994-12-12","1995-03-13","1995-06-14","1995-09-13","1995-12-13","1996-03-13","1996-06-12","1996-09-11","1996-12-11","1997-03-12","1997-06-11","1997-09-10","1997-12-10","1998-03-11","1998-06-10","1998-09-09","1998-12-09","1999-03-10","1999-06-09","1999-09-08","1999-12-08","2000-03-08","2000-06-07","2000-09-13","2000-12-07","2001-03-07","2001-06-06","2001-09-12","2001-09-17","2001-12-12","2002-03-13","2002-06-12","2002-09-11","2002-12-11","2003-03-12","2003-06-11","2003-09-10","2003-12-10","2004-03-11","2004-06-09","2004-09-08","2004-12-08","2005-03-10","2005-06-08","2005-09-07","2005-12-07","2006-03-08","2006-06-07","2006-09-13","2006-12-06","2007-03-07","2007-04-02","2007-06-13","2007-09-12","2007-12-12","2008-03-12","2008-06-11","2008-09-10","2008-12-10","2009-03-11","2009-06-10","2009-09-09","2009-12-09","2010-03-10","2010-06-09","2010-09-08","2010-12-08","2011-03-09","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-12","2012-12-12","2013-03-06","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-10","2014-12-10","2015-03-11","2015-06-10","2015-09-09","2015-12-09","2016-03-09","2016-06-08","2016-09-07"
"Dividend",0.00694,0.00694,0.00694,0.00694,0.00768,0.00768,0.00768,0.00768,0.00843,0.00843,0.00843,0.00843,0.00942,0.00942,0.00942,0.00942,0.0109,0.0109,0.0109,0.0109,0.01289,0.01289,0.01289,0.01289,0.01487,0.01487,0.01487,0.01487,0.01735,0.01735,0.01735,0.01735,0.01982,0.01982,0.01982,0.01982,0.0228,0.0228,0.0228,0.0228,0.02578,0.02578,0.02578,0.02578,0.02974,0.02974,0.02974,0.02974,0.0347,0.0347,0.03966,0.03966,0.03966,0.03966,0.0456,0.0456,0.0456,0.0456,0.05234,0.05234,0.05234,0.05234,0.06027,0.05948,0.05948,0.06027,0.06979,0.06979,0.06979,0.06979,0.08169,0.08169,0.08169,0.08169,0.103,0.0912,0.0912,0.0912,0.0912,0.09517,0.09517,0.09517,0.09517,0.11103,0.11103,0.11103,0.11103,0.12292,0.12292,0.12292,0.12292,0.14672,0.14672,0.14672,0.14672,0.18241,0.18241,0,0.20193,0.20193,0.25461,0.25461,0.25461,0.25461,0.28973,0.28973,0.28973,0.28973,0.29851,0.29851,0.29851,0.29851,0.31607,0.31607,0.31607,0.31607,0.3468,0.3468,0.3468,0.3468,0.38191,0.38191,0.38191,0.38191,0.42142,0.42142,0.42142,0.42142,0.49,0.49,0.49,0.49,0.53,0.53,0.53,0.53
