"","1990-01-08","1990-03-26","1990-07-02","1991-03-22","1991-06-26","1991-09-25","1992-01-09","1992-03-23","1992-06-23","1992-09-24","1993-01-19","1993-03-26","1993-06-23","1993-10-01","1994-01-21","1994-03-28","1994-06-30","1994-09-29","1995-01-12","1995-03-31","1995-07-05","1995-10-04","1996-01-17","1996-04-02","1996-07-03","1996-09-30","1997-01-14","1997-03-27","1997-07-02","1997-07-29","1997-09-29","1997-12-30","1998-04-01","1998-07-01","1998-09-21","1998-12-23","1999-03-29","1999-06-29","1999-09-24","1999-12-23","2000-03-23","2000-06-30","2000-09-28","2001-01-02","2001-03-22","2001-06-22","2001-09-21","2001-12-31","2002-03-21","2002-06-21","2002-09-20","2003-01-07","2003-03-20","2003-06-19","2003-09-19","2004-01-07","2004-03-26","2004-06-25","2004-09-24","2004-12-23","2005-03-24"
"Dividend",0.00313,0.00375,0.00375,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00225,0.00225,0.00225,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065
