"","2003-02-12","2003-05-07","2003-08-06","2003-11-05","2004-02-11","2004-05-05","2004-08-04","2004-11-03","2005-02-02","2005-05-04","2005-08-03","2005-11-02","2006-02-01","2006-05-03","2006-08-16","2006-11-01","2007-01-31","2007-05-02","2007-08-01","2007-10-31","2008-01-30","2008-04-30","2008-07-30","2008-11-05","2009-02-04","2011-04-28","2011-08-03","2011-11-01","2012-02-13","2012-04-30","2012-08-10","2012-11-09","2012-12-12","2013-05-13","2013-08-05","2013-11-07","2014-02-06","2014-08-06","2014-11-06","2015-02-06","2015-04-29","2015-08-07","2015-11-04","2016-02-05","2016-05-06","2016-09-19"
"Dividend",0.03,0.03,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.03,0.18,0.18,0.18,0.25,0.25,0.32,0.32,0.38,0.38,0.38,0.43,0.43,0.43,0.54,0.54,0.54,0.54,0.63,0.63,0.63,0.63
