"","1988-11-28","1989-02-27","1989-05-26","1989-09-01","1989-12-04","1990-02-26","1990-05-25","1990-08-31","1990-12-03","1991-03-04","1991-07-09","1991-10-07","1992-01-07","1992-04-07","1992-07-07","1992-10-06","1993-01-08","1993-04-05","1993-07-06","1993-10-07","1994-01-10","1994-04-12","1994-07-11","1994-10-11","1995-01-09","1995-04-10","1995-07-13","1995-10-12","1996-01-11","1996-04-11","1996-07-11","1996-10-10","1997-01-09","1997-04-10","1997-07-10","1997-10-09","1998-01-14","1998-04-09","1998-07-09","1998-10-08","1999-01-13","1999-04-12","1999-07-08","1999-10-13","2000-01-12","2000-04-12","2000-07-12","2000-10-11","2001-01-10","2001-04-10","2001-07-11","2001-10-10","2002-01-09","2002-04-10","2002-07-10","2002-10-09","2003-01-09","2003-04-09","2003-07-09","2003-10-08","2004-01-12","2004-04-12","2004-07-12","2004-10-13","2005-01-12","2005-04-12","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-11","2007-10-10","2008-01-09","2008-04-10","2008-07-09","2008-10-08","2009-01-14","2009-04-08","2009-07-09","2009-10-08","2010-01-13","2010-04-09","2010-07-12","2010-10-13","2011-01-12","2011-04-14","2011-07-14","2011-10-17","2012-01-12","2012-04-13","2012-07-13","2012-10-12","2013-01-11","2013-04-12","2013-07-11","2013-10-10","2014-01-13","2014-04-11","2014-07-11","2014-10-10","2015-01-13","2015-04-13","2015-07-13","2015-10-13","2016-01-14","2016-04-13","2016-07-14"
"Dividend",0.235,0.235,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.285,0.285,0.285,0.285,0.32,0.32,0.32,0.32,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.37,0.365,0.365,0.365,0.39,0.39,0.39,0.39,0.41,0.41,0.41,0.41,0.45,0.45,0.45,0.45,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.66,0.66,0.66,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.44,0.48,0.48,0.48,0.48,0.51,0.51,0.51,0.51,0.51,0.55
