"","1988-06-14","1988-09-14","1988-12-14","1989-03-14","1989-06-14","1989-09-14","1989-12-14","1990-03-14","1990-06-14","1990-09-14","1990-12-14","1991-03-14","1991-06-14","1991-09-16","1991-12-16","1992-03-16","1992-06-15","1992-09-15","1992-12-14","1993-03-15","1993-06-14","1993-09-14","1993-12-14","1994-03-15","1994-06-14","1994-09-14","1994-12-14","1995-03-15","1995-06-16","1995-09-18","1995-12-18","1996-03-18","1996-06-26","1996-09-18","1996-12-18","1997-03-18","1997-06-18","1997-09-17","1997-12-18","1998-03-18","1998-06-17","1998-09-17","1998-12-17","1999-03-18","1999-06-21","1999-09-16","1999-12-16","2000-03-16","2000-06-16","2000-09-18","2000-12-18","2001-03-16","2001-06-18","2001-09-18","2001-12-18","2002-03-18","2002-06-18","2002-09-18","2002-12-18","2003-03-18","2003-06-18","2003-09-18","2003-12-17","2004-03-17","2004-06-17","2004-09-16","2004-12-16","2005-03-17","2005-06-16","2005-09-16","2005-12-16","2006-03-16","2006-06-16","2006-09-18","2006-12-18","2007-03-16","2007-06-18","2007-09-18","2007-12-18","2008-03-18","2008-06-18","2008-09-18","2008-12-18","2009-03-18","2009-06-18","2009-09-17","2009-12-17","2010-03-18","2010-06-17","2010-09-16","2010-12-16","2011-03-17","2011-06-16","2011-09-16","2011-12-16","2012-03-16","2012-06-18","2012-09-18","2012-12-18","2013-03-18","2013-06-18","2013-09-18","2013-12-18","2014-03-18","2014-06-18","2014-09-18","2014-12-18","2015-03-18","2015-06-18","2015-09-17","2015-12-17","2016-03-17","2016-06-16","2016-09-16"
"Dividend",0.00417,0.00417,0.00417,0.00417,0.00625,0.00625,0.00625,0.00625,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.00875,0.0125,0.0125,0.0125,0.0125,0.0175,0.0175,0.0175,0.0175,0.0225,0.0225,0.0225,0.0225,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.12,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.2,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.32,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.38,0.38,0.38,0.38,0.4,0.4,0.4,0.4,0.45,0.45
