"","1985-08-14","1985-11-14","1986-02-11","1986-05-07","1986-08-13","1986-11-12","1987-02-11","1987-05-13","1987-08-12","1987-11-12","1988-05-11","1988-08-10","1988-11-09","1989-02-13","1989-05-11","1989-08-10","1989-11-08","1990-02-14","1990-05-10","1990-08-16","1990-11-15","1991-02-13","1991-05-16","1991-08-16","1991-11-14","1992-02-12","1992-05-14","1992-08-13","1992-11-12","1993-02-11","1993-05-14","1993-08-13","1993-11-18","1994-02-15","1994-05-13","1994-08-17","1994-11-14","1995-02-17","1995-05-12","1995-08-22","1995-11-20","1996-02-20","1996-05-21","1996-08-20","1996-11-19","1997-02-18","1997-05-20","1997-08-19","1997-11-18","1998-02-17","1998-05-19","1998-08-18","1998-11-17","1999-02-22","1999-05-18","1999-08-20","1999-11-19","2000-02-22","2000-05-16","2000-08-16","2000-11-14","2001-02-13","2001-05-15","2001-08-21","2001-11-19","2002-02-12","2002-05-21","2002-08-20","2002-11-18","2003-02-18","2003-05-20","2003-08-19","2003-11-18","2004-02-17","2004-05-18","2004-08-18","2004-11-16","2005-02-15","2005-05-17","2005-08-18","2005-11-15","2006-02-14","2006-05-16","2006-08-24","2006-11-14","2007-02-13","2007-05-15","2007-08-23","2007-11-13","2008-02-19","2008-05-13","2008-08-21","2008-11-18","2009-02-17","2009-05-19","2009-08-20","2009-11-17","2010-02-16","2010-05-18","2010-08-19","2010-11-08","2011-02-08","2011-05-06","2011-08-25","2011-11-08","2012-02-08","2012-05-08","2012-08-24","2012-11-07","2013-02-06","2013-05-08","2013-08-23","2013-11-06","2014-02-06","2014-05-07","2014-08-26","2014-11-06","2015-02-06","2015-05-06","2015-08-26","2015-11-06","2016-02-08","2016-05-06","2016-08-25"
"Dividend",0.05531,0.05531,0.05531,0.05926,0.05926,0.05926,0.05926,0.05926,0.05926,0.05926,0.06222,0.06222,0.06222,0.06222,0.06222,0.06222,0.06222,0.06815,0.06815,0.06815,0.06815,0.06815,0.06815,0.06815,0.06815,0.06815,0.07111,0.07111,0.07111,0.07111,0.07111,0.07111,0.07111,0.07407,0.07407,0.07407,0.07407,0.07407,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08889,0.08889,0.1,0.1,0.1,0.1,0.1,0.1,0.11333,0.11333,0.11333,0.11333,0.11333,0.11333,0.11333,0.11333,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12667,0.12667,0.12667,0.12667,0.12667,0.12667,0.12667,0.12667,0.13333,0.13333,0.15333,0.15333,0.15333,0.15333,0.17333,0.17333,0.17333,0.17333,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.29,0.32,0.37,0.37,0.37,0.39,0.41,0.41,0.41,0.43,0.45,0.45,0.45,0.48,0.48,0.48,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
