"","2000-06-14","2001-06-14","2002-05-07","2003-05-21","2004-05-18","2005-05-17","2005-06-01","2006-05-16","2006-06-01","2007-05-15","2007-06-01","2008-05-14","2008-06-02","2009-05-13","2010-05-12","2011-05-11","2012-05-11","2013-05-16","2014-05-16","2015-05-18","2016-05-23"
"Dividend",0.375,0.48,3.2,3.2,3.2,3.5,0.5625,3.85,0.5625,4,0.5625,2.25,0.5625,2.25,2.25,2.35,2.5,2.5,2.55,2.55,2.6
