"","2002-01-15","2002-04-11","2002-07-15","2002-10-10","2003-01-13","2003-04-14","2003-07-15","2003-10-16","2004-01-13","2004-04-14","2004-07-15","2004-10-14","2005-01-12","2005-04-13","2005-07-14","2005-10-13","2006-01-18","2006-04-11","2006-07-12","2006-10-12","2007-01-18","2007-04-12","2007-07-12","2007-10-15","2007-11-01","2008-01-16","2008-04-15","2008-07-15","2008-10-15","2009-01-15","2009-04-15","2009-07-15","2009-10-14","2010-01-14","2010-04-15","2010-07-15","2010-10-13","2011-01-13","2011-04-14","2011-07-14","2011-10-14","2012-01-13","2012-04-13","2012-07-16","2012-10-16","2013-01-16","2013-04-15","2013-07-16","2013-10-16","2014-01-16","2014-04-15","2014-07-16","2014-10-15","2015-01-16","2015-04-15","2015-07-16","2015-10-15","2016-01-15","2016-04-14","2016-07-14"
"Dividend",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,8,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
