"","2013-08-07","2013-11-04","2014-02-19","2014-05-07","2014-08-06","2014-11-05","2015-02-18","2015-05-06","2015-08-05","2015-11-04","2016-02-12","2016-05-09","2016-08-10"
"Dividend",0.06,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.135,0.135,0.135,0.135,0.203
