"","2002-06-04","2002-07-04","2003-05-06","2003-06-11","2004-05-11","2004-06-07","2005-05-17","2005-06-07","2006-05-10","2006-05-29","2007-05-10","2007-05-29","2008-05-09","2009-04-30","2010-05-04","2011-05-10","2012-05-08","2013-05-02","2014-05-07","2015-05-07","2016-05-05"
"Dividend",2.06,0.43,2.3,0.2,2.45,0.2,1.35,0.5,1.7,0.94,2,1.15,1.1,1.2,1.2,1.3,1.39,1.45,1.45,1.5,1.6
