"","2002-06-04","2003-05-27","2004-05-14","2005-05-11","2006-05-10","2007-05-03","2008-04-25","2009-04-21","2010-04-30","2011-04-29","2012-04-27","2013-05-07","2014-04-29","2015-05-05","2016-04-29"
"Dividend",0.54,0.64,0.73,0.82,1,1.18,1.38,1.44,1.5,1.8,2,2.3,2.5,2.7,3.1
