"","2000-07-13","2001-07-12","2002-06-13","2003-04-30","2004-05-06","2005-05-05","2006-05-04","2007-05-03","2008-05-22","2009-04-30","2010-05-06","2011-05-05","2012-05-10","2013-05-08","2014-05-08","2015-05-07","2016-05-05","2016-05-06"
"Dividend",1.25,1.5,1.5,1.5,1.5,1.75,2,3.8,5.5,3.5,4.1,4.5,4.5,4.5,5.3,6.85,7.3,7.3
