"","2010-03-09","2010-05-25","2010-08-24","2010-11-16","2011-03-09","2011-05-25","2011-08-24","2011-11-16","2011-12-21","2012-03-08","2012-05-25","2012-08-24","2012-11-14","2013-03-07","2013-05-28","2013-08-26","2013-11-19","2014-03-06","2014-05-28","2014-08-25","2014-11-18","2015-03-06","2015-05-26","2015-08-25","2015-11-17","2016-03-08","2016-05-24","2016-08-23"
"Dividend",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,15.125,0.09,0.09,0.13,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.24,0.24,0.24,0.24,0.26
