,,,,,,,,,,,,,,,,,,,
,,,,,,,GIS,General Mills (GIS),US Stock,,,,,,,,General Mills (GIS),GIS,US Stock
,,,,,,,GM,General Motors (GM),US Stock,,,,,,,,General Motors (GM),GM,US Stock
,,,,,,,GPC,Genuine Parts (GPC),US Stock,,,,,,,,Genuine Parts (GPC),GPC,US Stock
,,,,,,,GILD,Gilead Sciences (GILD),US Stock,,,,,,,,Gilead Sciences (GILD),GILD,US Stock
,,,,,,,GPN,Global Payments Inc (GPN),US Stock,,,,,,,,Global Payments Inc (GPN),GPN,US Stock
,,,,,,,GS,Goldman Sachs Group (GS),US Stock,,,,,,,,Goldman Sachs Group (GS),GS,US Stock
,,,,,,,GT,Goodyear Tire & Rubber (GT),US Stock,,,,,,,,Goodyear Tire & Rubber (GT),GT,US Stock
,,,,,,,GWW,Grainger (W.W.) Inc. (GWW),US Stock,,,,,,,,Grainger (W.W.) Inc. (GWW),GWW,US Stock
,,,,,,,HAL,Halliburton Co. (HAL),US Stock,,,,,,,,Halliburton Co. (HAL),HAL,US Stock
,,,,,,,HBI,Hanesbrands Inc (HBI),US Stock,,,,,,,,Hanesbrands Inc (HBI),HBI,US Stock
,,,,,,,HOG,Harley-Davidson (HOG),US Stock,,,,,,,,Harley-Davidson (HOG),HOG,US Stock
,,,,,,,HAR,Harman Int'l Industries (HAR),US Stock,,,,,,,,Harman Int'l Industries (HAR),HAR,US Stock
,,,,,,,HRS,Harris Corporation (HRS),US Stock,,,,,,,,Harris Corporation (HRS),HRS,US Stock
,,,,,,,HIG,Hartford Financial Svc.Gp. (HIG),US Stock,,,,,,,,Hartford Financial Svc.Gp. (HIG),HIG,US Stock
,,,,,,,HAS,Hasbro Inc. (HAS),US Stock,,,,,,,,Hasbro Inc. (HAS),HAS,US Stock
,,,,,,,HCA,HCA Holdings (HCA),US Stock,,,,,,,,HCA Holdings (HCA),HCA,US Stock
,,,,,,,HCP,HCP Inc. (HCP),US Stock,,,,,,,,HCP Inc. (HCP),HCP,US Stock
,,,,,,,HP,Helmerich & Payne (HP),US Stock,,,,,,,,Helmerich & Payne (HP),HP,US Stock
,,,,,,,HES,Hess Corporation (HES),US Stock,,,,,,,,Hess Corporation (HES),HES,US Stock
,,,,,,,HPE,Hewlett Packard Enterprise (HPE),US Stock,,,,,,,,Hewlett Packard Enterprise (HPE),HPE,US Stock
,,,,,,,HOLX,Hologic (HOLX),US Stock,,,,,,,,Hologic (HOLX),HOLX,US Stock
,,,,,,,HD,Home Depot (HD),US Stock,,,,,,,,Home Depot (HD),HD,US Stock
,,,,,,,HON,Honeywell Int'l Inc. (HON),US Stock,,,,,,,,Honeywell Int'l Inc. (HON),HON,US Stock
,,,,,,,HRL,Hormel Foods Corp. (HRL),US Stock,,,,,,,,Hormel Foods Corp. (HRL),HRL,US Stock
,,,,,,,HST,Host Hotels & Resorts (HST),US Stock,,,,,,,,Host Hotels & Resorts (HST),HST,US Stock
,,,,,,,HPQ,HP Inc. (HPQ),US Stock,,,,,,,,HP Inc. (HPQ),HPQ,US Stock
,,,,,,,HUM,Humana Inc. (HUM),US Stock,,,,,,,,Humana Inc. (HUM),HUM,US Stock
,,,,,,,HBAN,Huntington Bancshares (HBAN),US Stock,,,,,,,,Huntington Bancshares (HBAN),HBAN,US Stock
,,,,,,,ITW,Illinois Tool Works (ITW),US Stock,,,,,,,,Illinois Tool Works (ITW),ITW,US Stock
,,,,,,,ILMN,Illumina Inc (ILMN),US Stock,,,,,,,,Illumina Inc (ILMN),ILMN,US Stock
,,,,,,,IR,Ingersoll-Rand PLC (IR),US Stock,,,,,,,,Ingersoll-Rand PLC (IR),IR,US Stock
,,,,,,,INTC,Intel Corp. (INTC),US Stock,,,,,,,,Intel Corp. (INTC),INTC,US Stock
,,,,,,,ICE,Intercontinental Exchange (ICE),US Stock,,,,,,,,Intercontinental Exchange (ICE),ICE,US Stock
,,,,,,,IBM,International Bus. Machines (IBM),US Stock,,,,,,,,International Bus. Machines (IBM),IBM,US Stock
,,,,,,,IP,International Paper (IP),US Stock,,,,,,,,International Paper (IP),IP,US Stock
,,,,,,,IPG,Interpublic Group (IPG),US Stock,,,,,,,,Interpublic Group (IPG),IPG,US Stock
,,,,,,,IFF,Intl Flavors & Fragrances (IFF),US Stock,,,,,,,,Intl Flavors & Fragrances (IFF),IFF,US Stock
,,,,,,,INTU,Intuit Inc. (INTU),US Stock,,,,,,,,Intuit Inc. (INTU),INTU,US Stock
,,,,,,,ISRG,Intuitive Surgical Inc. (ISRG),US Stock,,,,,,,,Intuitive Surgical Inc. (ISRG),ISRG,US Stock
,,,,,,,IVZ,Invesco Ltd. (IVZ),US Stock,,,,,,,,Invesco Ltd. (IVZ),IVZ,US Stock
,,,,,,,IRM,Iron Mountain Incorporated (IRM),US Stock,,,,,,,,Iron Mountain Incorporated (IRM),IRM,US Stock
,,,,,,,JEC,Jacobs Engineering Group (JEC),US Stock,,,,,,,,Jacobs Engineering Group (JEC),JEC,US Stock
,,,,,,,JBHT,J. B. Hunt Transport Services (JBHT),US Stock,,,,,,,,J. B. Hunt Transport Services (JBHT),JBHT,US Stock
,,,,,,,JNJ,Johnson & Johnson (JNJ),US Stock,,,,,,,,Johnson & Johnson (JNJ),JNJ,US Stock
,,,,,,,JCI,Johnson Controls (JCI),US Stock,,,,,,,,Johnson Controls (JCI),JCI,US Stock
,,,,,,,JPM,JPMorgan Chase & Co. (JPM),US Stock,,,,,,,,JPMorgan Chase & Co. (JPM),JPM,US Stock
,,,,,,,JNPR,Juniper Networks (JNPR),US Stock,,,,,,,,Juniper Networks (JNPR),JNPR,US Stock
,,,,,,,KSU,Kansas City Southern (KSU),US Stock,,,,,,,,Kansas City Southern (KSU),KSU,US Stock
,,,,,,,K,Kellogg Co. (K),US Stock,,,,,,,,Kellogg Co. (K),K,US Stock
,,,,,,,KEY,KeyCorp (KEY),US Stock,,,,,,,,KeyCorp (KEY),KEY,US Stock
,,,,,,,KMB,Kimberly-Clark (KMB),US Stock,,,,,,,,Kimberly-Clark (KMB),KMB,US Stock
,,,,,,,KIM,Kimco Realty (KIM),US Stock,,,,,,,,Kimco Realty (KIM),KIM,US Stock
,,,,,,,KMI,Kinder Morgan (KMI),US Stock,,,,,,,,Kinder Morgan (KMI),KMI,US Stock
,,,,,,,KLAC,KLA-Tencor Corp. (KLAC),US Stock,,,,,,,,KLA-Tencor Corp. (KLAC),KLAC,US Stock
,,,,,,,KSS,Kohl's Corp. (KSS),US Stock,,,,,,,,Kohl's Corp. (KSS),KSS,US Stock
,,,,,,,KHC,Kraft Heinz Co (KHC),US Stock,,,,,,,,Kraft Heinz Co (KHC),KHC,US Stock
,,,,,,,KR,Kroger Co. (KR),US Stock,,,,,,,,Kroger Co. (KR),KR,US Stock
,,,,,,,LB,L Brands Inc. (LB),US Stock,,,,,,,,L Brands Inc. (LB),LB,US Stock
,,,,,,,LLL,L-3 Communications Holdings (LLL),US Stock,,,,,,,,L-3 Communications Holdings (LLL),LLL,US Stock
,,,,,,,LH,Laboratory Corp. of America Holding (LH),US Stock,,,,,,,,Laboratory Corp. of America Holding (LH),LH,US Stock
,,,,,,,LRCX,Lam Research (LRCX),US Stock,,,,,,,,Lam Research (LRCX),LRCX,US Stock
,,,,,,,LM,Legg Mason (LM),US Stock,,,,,,,,Legg Mason (LM),LM,US Stock
,,,,,,,LEG,Leggett & Platt (LEG),US Stock,,,,,,,,Leggett & Platt (LEG),LEG,US Stock
,,,,,,,LEN,Lennar Corp. (LEN),US Stock,,,,,,,,Lennar Corp. (LEN),LEN,US Stock
,,,,,,,LVLT,Level 3 Communications (LVLT),US Stock,,,,,,,,Level 3 Communications (LVLT),LVLT,US Stock
,,,,,,,LUK,Leucadia National Corp. (LUK),US Stock,,,,,,,,Leucadia National Corp. (LUK),LUK,US Stock
,,,,,,,LLY,Lilly (Eli) & Co. (LLY),US Stock,,,,,,,,Lilly (Eli) & Co. (LLY),LLY,US Stock
,,,,,,,LNC,Lincoln National (LNC),US Stock,,,,,,,,Lincoln National (LNC),LNC,US Stock
,,,,,,,LLTC,Linear Technology Corp. (LLTC),US Stock,,,,,,,,Linear Technology Corp. (LLTC),LLTC,US Stock
,,,,,,,LKQ,LKQ Corporation (LKQ),US Stock,,,,,,,,LKQ Corporation (LKQ),LKQ,US Stock
,,,,,,,LMT,Lockheed Martin Corp. (LMT),US Stock,,,,,,,,Lockheed Martin Corp. (LMT),LMT,US Stock
,,,,,,,L,Loews Corp. (L),US Stock,,,,,,,,Loews Corp. (L),L,US Stock
,,,,,,,LOW,Lowe's Cos. (LOW),US Stock,,,,,,,,Lowe's Cos. (LOW),LOW,US Stock
,,,,,,,LYB,LyondellBasell (LYB),US Stock,,,,,,,,LyondellBasell (LYB),LYB,US Stock
,,,,,,,MTB,M&T Bank Corp. (MTB),US Stock,,,,,,,,M&T Bank Corp. (MTB),MTB,US Stock
,,,,,,,MAC,Macerich (MAC),US Stock,,,,,,,,Macerich (MAC),MAC,US Stock
,,,,,,,M,Macy's Inc. (M),US Stock,,,,,,,,Macy's Inc. (M),M,US Stock
,,,,,,,MNK,Mallinckrodt Plc (MNK),US Stock,,,,,,,,Mallinckrodt Plc (MNK),MNK,US Stock
,,,,,,,MRO,Marathon Oil Corp. (MRO),US Stock,,,,,,,,Marathon Oil Corp. (MRO),MRO,US Stock
,,,,,,,MPC,Marathon Petroleum (MPC),US Stock,,,,,,,,Marathon Petroleum (MPC),MPC,US Stock
,,,,,,,MAR,Marriott Int'l. (MAR),US Stock,,,,,,,,Marriott Int'l. (MAR),MAR,US Stock
,,,,,,,MMC,Marsh & McLennan (MMC),US Stock,,,,,,,,Marsh & McLennan (MMC),MMC,US Stock
,,,,,,,MLM,Martin Marietta Materials (MLM),US Stock,,,,,,,,Martin Marietta Materials (MLM),MLM,US Stock
,,,,,,,MAS,Masco Corp. (MAS),US Stock,,,,,,,,Masco Corp. (MAS),MAS,US Stock
,,,,,,,MA,Mastercard Inc. (MA),US Stock,,,,,,,,Mastercard Inc. (MA),MA,US Stock
,,,,,,,MAT,Mattel Inc. (MAT),US Stock,,,,,,,,Mattel Inc. (MAT),MAT,US Stock
,,,,,,,MKC,McCormick & Co. (MKC),US Stock,,,,,,,,McCormick & Co. (MKC),MKC,US Stock
,,,,,,,MCD,McDonald's Corp. (MCD),US Stock,,,,,,,,McDonald's Corp. (MCD),MCD,US Stock
,,,,,,,MCK,McKesson Corp. (MCK),US Stock,,,,,,,,McKesson Corp. (MCK),MCK,US Stock
,,,,,,,MJN,Mead Johnson (MJN),US Stock,,,,,,,,Mead Johnson (MJN),MJN,US Stock
,,,,,,,MDT,Medtronic plc (MDT),US Stock,,,,,,,,Medtronic plc (MDT),MDT,US Stock
,,,,,,,MRK,Merck & Co. (MRK),US Stock,,,,,,,,Merck & Co. (MRK),MRK,US Stock
,,,,,,,MET,MetLife Inc. (MET),US Stock,,,,,,,,MetLife Inc. (MET),MET,US Stock
,,,,,,,MTD,Mettler Toledo (MTD),US Stock,,,,,,,,Mettler Toledo (MTD),MTD,US Stock
,,,,,,,KORS,Michael Kors Holdings (KORS),US Stock,,,,,,,,Michael Kors Holdings (KORS),KORS,US Stock
,,,,,,,MCHP,Microchip Technology (MCHP),US Stock,,,,,,,,Microchip Technology (MCHP),MCHP,US Stock
,,,,,,,MU,Micron Technology (MU),US Stock,,,,,,,,Micron Technology (MU),MU,US Stock
,,,,,,,MSFT,Microsoft Corp. (MSFT),US Stock,,,,,,,,Microsoft Corp. (MSFT),MSFT,US Stock
,,,,,,,MHK,Mohawk Industries (MHK),US Stock,,,,,,,,Mohawk Industries (MHK),MHK,US Stock
,,,,,,,TAP,Molson Coors Brewing Company (TAP),US Stock,,,,,,,,Molson Coors Brewing Company (TAP),TAP,US Stock
,,,,,,,MDLZ,Mondelez International (MDLZ),US Stock,,,,,,,,Mondelez International (MDLZ),MDLZ,US Stock
,,,,,,,MON,Monsanto Co. (MON),US Stock,,,,,,,,Monsanto Co. (MON),MON,US Stock
,,,,,,,MNST,Monster Beverage (MNST),US Stock,,,,,,,,Monster Beverage (MNST),MNST,US Stock
,,,,,,,MCO,Moody's Corp (MCO),US Stock,,,,,,,,Moody's Corp (MCO),MCO,US Stock
,,,,,,,MS,Morgan Stanley (MS),US Stock,,,,,,,,Morgan Stanley (MS),MS,US Stock
,,,,,,,MOS,The Mosaic Company (MOS),US Stock,,,,,,,,The Mosaic Company (MOS),MOS,US Stock
,,,,,,,MSI,Motorola Solutions Inc. (MSI),US Stock,,,,,,,,Motorola Solutions Inc. (MSI),MSI,US Stock
,,,,,,,MUR,Murphy Oil (MUR),US Stock,,,,,,,,Murphy Oil (MUR),MUR,US Stock
,,,,,,,MYL,Mylan N.V. (MYL),US Stock,,,,,,,,Mylan N.V. (MYL),MYL,US Stock
,,,,,,,NDAQ,NASDAQ OMX Group (NDAQ),US Stock,,,,,,,,NASDAQ OMX Group (NDAQ),NDAQ,US Stock
,,,,,,,NOV,National Oilwell Varco Inc. (NOV),US Stock,,,,,,,,National Oilwell Varco Inc. (NOV),NOV,US Stock
,,,,,,,NAVI,Navient (NAVI),US Stock,,,,,,,,Navient (NAVI),NAVI,US Stock
,,,,,,,NTAP,NetApp (NTAP),US Stock,,,,,,,,NetApp (NTAP),NTAP,US Stock
,,,,,,,NFLX,Netflix Inc. (NFLX),US Stock,,,,,,,,Netflix Inc. (NFLX),NFLX,US Stock
,,,,,,,NWL,Newell Rubbermaid Co. (NWL),US Stock,,,,,,,,Newell Rubbermaid Co. (NWL),NWL,US Stock
,,,,,,,NFX,Newfield Exploration Co (NFX),US Stock,,,,,,,,Newfield Exploration Co (NFX),NFX,US Stock
,,,,,,,NEM,Newmont Mining Corp. (Hldg. Co.) (NEM),US Stock,,,,,,,,Newmont Mining Corp. (Hldg. Co.) (NEM),NEM,US Stock
,,,,,,,NWSA,News Corp. Class A (NWSA),US Stock,,,,,,,,News Corp. Class A (NWSA),NWSA,US Stock
,,,,,,,NWS,News Corp. Class B (NWS),US Stock,,,,,,,,News Corp. Class B (NWS),NWS,US Stock
,,,,,,,NEE,NextEra Energy (NEE),US Stock,,,,,,,,NextEra Energy (NEE),NEE,US Stock
,,,,,,,NLSN,Nielsen Holdings (NLSN),US Stock,,,,,,,,Nielsen Holdings (NLSN),NLSN,US Stock
,,,,,,,NKE,Nike (NKE),US Stock,,,,,,,,Nike (NKE),NKE,US Stock
,,,,,,,NI,NiSource Inc. (NI),US Stock,,,,,,,,NiSource Inc. (NI),NI,US Stock
,,,,,,,NBL,Noble Energy Inc (NBL),US Stock,,,,,,,,Noble Energy Inc (NBL),NBL,US Stock
,,,,,,,JWN,Nordstrom (JWN),US Stock,,,,,,,,Nordstrom (JWN),JWN,US Stock
,,,,,,,NSC,Norfolk Southern Corp. (NSC),US Stock,,,,,,,,Norfolk Southern Corp. (NSC),NSC,US Stock
,,,,,,,NTRS,Northern Trust Corp. (NTRS),US Stock,,,,,,,,Northern Trust Corp. (NTRS),NTRS,US Stock
,,,,,,,NOC,Northrop Grumman Corp. (NOC),US Stock,,,,,,,,Northrop Grumman Corp. (NOC),NOC,US Stock
,,,,,,,NRG,NRG Energy (NRG),US Stock,,,,,,,,NRG Energy (NRG),NRG,US Stock
,,,,,,,NUE,Nucor Corp. (NUE),US Stock,,,,,,,,Nucor Corp. (NUE),NUE,US Stock
,,,,,,,NVDA,Nvidia Corporation (NVDA),US Stock,,,,,,,,Nvidia Corporation (NVDA),NVDA,US Stock
,,,,,,,ORLY,O'Reilly Automotive (ORLY),US Stock,,,,,,,,O'Reilly Automotive (ORLY),ORLY,US Stock
,,,,,,,OXY,Occidental Petroleum (OXY),US Stock,,,,,,,,Occidental Petroleum (OXY),OXY,US Stock
,,,,,,,OMC,Omnicom Group (OMC),US Stock,,,,,,,,Omnicom Group (OMC),OMC,US Stock
,,,,,,,OKE,ONEOK (OKE),US Stock,,,,,,,,ONEOK (OKE),OKE,US Stock
,,,,,,,ORCL,Oracle Corp. (ORCL),US Stock,,,,,,,,Oracle Corp. (ORCL),ORCL,US Stock
,,,,,,,OI,Owens-Illinois Inc (OI),US Stock,,,,,,,,Owens-Illinois Inc (OI),OI,US Stock
,,,,,,,PCAR,PACCAR Inc. (PCAR),US Stock,,,,,,,,PACCAR Inc. (PCAR),PCAR,US Stock
,,,,,,,PH,Parker-Hannifin (PH),US Stock,,,,,,,,Parker-Hannifin (PH),PH,US Stock
,,,,,,,PDCO,Patterson Companies (PDCO),US Stock,,,,,,,,Patterson Companies (PDCO),PDCO,US Stock
,,,,,,,PAYX,Paychex Inc. (PAYX),US Stock,,,,,,,,Paychex Inc. (PAYX),PAYX,US Stock
,,,,,,,PYPL,PayPal (PYPL),US Stock,,,,,,,,PayPal (PYPL),PYPL,US Stock
,,,,,,,PNR,Pentair Ltd. (PNR),US Stock,,,,,,,,Pentair Ltd. (PNR),PNR,US Stock
,,,,,,,PBCT,People's United Financial (PBCT),US Stock,,,,,,,,People's United Financial (PBCT),PBCT,US Stock
,,,,,,,PEP,PepsiCo Inc. (PEP),US Stock,,,,,,,,PepsiCo Inc. (PEP),PEP,US Stock
,,,,,,,PKI,PerkinElmer (PKI),US Stock,,,,,,,,PerkinElmer (PKI),PKI,US Stock
,,,,,,,PRGO,Perrigo (PRGO),US Stock,,,,,,,,Perrigo (PRGO),PRGO,US Stock
,,,,,,,PFE,Pfizer Inc. (PFE),US Stock,,,,,,,,Pfizer Inc. (PFE),PFE,US Stock
,,,,,,,PCG,PG&E Corp. (PCG),US Stock,,,,,,,,PG&E Corp. (PCG),PCG,US Stock
,,,,,,,PM,Philip Morris International (PM),US Stock,,,,,,,,Philip Morris International (PM),PM,US Stock
,,,,,,,PSX,Phillips 66 (PSX),US Stock,,,,,,,,Phillips 66 (PSX),PSX,US Stock
,,,,,,,PNW,Pinnacle West Capital (PNW),US Stock,,,,,,,,Pinnacle West Capital (PNW),PNW,US Stock
,,,,,,,PXD,Pioneer Natural Resources (PXD),US Stock,,,,,,,,Pioneer Natural Resources (PXD),PXD,US Stock
,,,,,,,PBI,Pitney-Bowes (PBI),US Stock,,,,,,,,Pitney-Bowes (PBI),PBI,US Stock
,,,,,,,PNC,PNC Financial Services (PNC),US Stock,,,,,,,,PNC Financial Services (PNC),PNC,US Stock
,,,,,,,RL,Polo Ralph Lauren Corp. (RL),US Stock,,,,,,,,Polo Ralph Lauren Corp. (RL),RL,US Stock
,,,,,,,PPG,PPG Industries (PPG),US Stock,,,,,,,,PPG Industries (PPG),PPG,US Stock
,,,,,,,PPL,PPL Corp. (PPL),US Stock,,,,,,,,PPL Corp. (PPL),PPL,US Stock
,,,,,,,PX,Praxair Inc. (PX),US Stock,,,,,,,,Praxair Inc. (PX),PX,US Stock
,,,,,,,CFG,Citizens Financial Group (CFG),US Stock,,,,,,,,Citizens Financial Group (CFG),CFG,US Stock
,,,,,,,PCLN,Priceline.com Inc (PCLN),US Stock,,,,,,,,Priceline.com Inc (PCLN),PCLN,US Stock
,,,,,,,PFG,Principal Financial Group (PFG),US Stock,,,,,,,,Principal Financial Group (PFG),PFG,US Stock
,,,,,,,PG,Procter & Gamble (PG),US Stock,,,,,,,,Procter & Gamble (PG),PG,US Stock
,,,,,,,PGR,Progressive Corp. (PGR),US Stock,,,,,,,,Progressive Corp. (PGR),PGR,US Stock
,,,,,,,PLD,Prologis (PLD),US Stock,,,,,,,,Prologis (PLD),PLD,US Stock
,,,,,,,PRU,Prudential Financial (PRU),US Stock,,,,,,,,Prudential Financial (PRU),PRU,US Stock
,,,,,,,PEG,Public Serv. Enterprise Inc. (PEG),US Stock,,,,,,,,Public Serv. Enterprise Inc. (PEG),PEG,US Stock
,,,,,,,PSA,Public Storage (PSA),US Stock,,,,,,,,Public Storage (PSA),PSA,US Stock
,,,,,,,PHM,Pulte Homes Inc. (PHM),US Stock,,,,,,,,Pulte Homes Inc. (PHM),PHM,US Stock
,,,,,,,PVH,PVH Corp. (PVH),US Stock,,,,,,,,PVH Corp. (PVH),PVH,US Stock
,,,,,,,QRVO,Qorvo (QRVO),US Stock,,,,,,,,Qorvo (QRVO),QRVO,US Stock
,,,,,,,PWR,Quanta Services Inc. (PWR),US Stock,,,,,,,,Quanta Services Inc. (PWR),PWR,US Stock
,,,,,,,QCOM,QUALCOMM Inc. (QCOM),US Stock,,,,,,,,QUALCOMM Inc. (QCOM),QCOM,US Stock
,,,,,,,DGX,Quest Diagnostics (DGX),US Stock,,,,,,,,Quest Diagnostics (DGX),DGX,US Stock
,,,,,,,RRC,Range Resources Corp. (RRC),US Stock,,,,,,,,Range Resources Corp. (RRC),RRC,US Stock
,,,,,,,RTN,Raytheon Co. (RTN),US Stock,,,,,,,,Raytheon Co. (RTN),RTN,US Stock
,,,,,,,O,Realty Income Corporation (O),US Stock,,,,,,,,Realty Income Corporation (O),O,US Stock
,,,,,,,RHT,Red Hat Inc. (RHT),US Stock,,,,,,,,Red Hat Inc. (RHT),RHT,US Stock
,,,,,,,REGN,Regeneron (REGN),US Stock,,,,,,,,Regeneron (REGN),REGN,US Stock
,,,,,,,RF,Regions Financial Corp. (RF),US Stock,,,,,,,,Regions Financial Corp. (RF),RF,US Stock
,,,,,,,RSG,Republic Services Inc (RSG),US Stock,,,,,,,,Republic Services Inc (RSG),RSG,US Stock
,,,,,,,RAI,Reynolds American Inc. (RAI),US Stock,,,,,,,,Reynolds American Inc. (RAI),RAI,US Stock
,,,,,,,RHI,Robert Half International (RHI),US Stock,,,,,,,,Robert Half International (RHI),RHI,US Stock
,,,,,,,ROK,Rockwell Automation Inc. (ROK),US Stock,,,,,,,,Rockwell Automation Inc. (ROK),ROK,US Stock
,,,,,,,COL,Rockwell Collins (COL),US Stock,,,,,,,,Rockwell Collins (COL),COL,US Stock
,,,,,,,ROP,Roper Industries (ROP),US Stock,,,,,,,,Roper Industries (ROP),ROP,US Stock
,,,,,,,ROST,Ross Stores (ROST),US Stock,,,,,,,,Ross Stores (ROST),ROST,US Stock
,,,,,,,RCL,Royal Caribbean Cruises Ltd (RCL),US Stock,,,,,,,,Royal Caribbean Cruises Ltd (RCL),RCL,US Stock
,,,,,,,R,Ryder System (R),US Stock,,,,,,,,Ryder System (R),R,US Stock
,,,,,,,CRM,Salesforce.com (CRM),US Stock,,,,,,,,Salesforce.com (CRM),CRM,US Stock
,,,,,,,SCG,SCANA Corp (SCG),US Stock,,,,,,,,SCANA Corp (SCG),SCG,US Stock
,,,,,,,SLB,Schlumberger Ltd. (SLB),US Stock,,,,,,,,Schlumberger Ltd. (SLB),SLB,US Stock
,,,,,,,SNI,Scripps Networks Interactive Inc. (SNI),US Stock,,,,,,,,Scripps Networks Interactive Inc. (SNI),SNI,US Stock
,,,,,,,STX,Seagate Technology (STX),US Stock,,,,,,,,Seagate Technology (STX),STX,US Stock
,,,,,,,SEE,Sealed Air (SEE),US Stock,,,,,,,,Sealed Air (SEE),SEE,US Stock
,,,,,,,SRE,Sempra Energy (SRE),US Stock,,,,,,,,Sempra Energy (SRE),SRE,US Stock
,,,,,,,SHW,Sherwin-Williams (SHW),US Stock,,,,,,,,Sherwin-Williams (SHW),SHW,US Stock
,,,,,,,SIG,Signet Jewelers (SIG),US Stock,,,,,,,,Signet Jewelers (SIG),SIG,US Stock
,,,,,,,SPG,Simon Property Group Inc (SPG),US Stock,,,,,,,,Simon Property Group Inc (SPG),SPG,US Stock
,,,,,,,SWKS,Skyworks Solutions (SWKS),US Stock,,,,,,,,Skyworks Solutions (SWKS),SWKS,US Stock
,,,,,,,SLG,SL Green Realty (SLG),US Stock,,,,,,,,SL Green Realty (SLG),SLG,US Stock
,,,,,,,SJM,Smucker (J.M.) (SJM),US Stock,,,,,,,,Smucker (J.M.) (SJM),SJM,US Stock
,,,,,,,SNA,Snap-On Inc. (SNA),US Stock,,,,,,,,Snap-On Inc. (SNA),SNA,US Stock
,,,,,,,SO,Southern Co. (SO),US Stock,,,,,,,,Southern Co. (SO),SO,US Stock
,,,,,,,LUV,Southwest Airlines (LUV),US Stock,,,,,,,,Southwest Airlines (LUV),LUV,US Stock
,,,,,,,SWN,Southwestern Energy (SWN),US Stock,,,,,,,,Southwestern Energy (SWN),SWN,US Stock
,,,,,,,SE,Spectra Energy Corp. (SE),US Stock,,,,,,,,Spectra Energy Corp. (SE),SE,US Stock
,,,,,,,SPGI,"S&P Global, Inc. (SPGI)",US Stock,,,,,,,,"S&P Global, Inc. (SPGI)",SPGI,US Stock
,,,,,,,STJ,St Jude Medical (STJ),US Stock,,,,,,,,St Jude Medical (STJ),STJ,US Stock
,,,,,,,SWK,Stanley Black & Decker (SWK),US Stock,,,,,,,,Stanley Black & Decker (SWK),SWK,US Stock
,,,,,,,SPLS,Staples Inc. (SPLS),US Stock,,,,,,,,Staples Inc. (SPLS),SPLS,US Stock
,,,,,,,SBUX,Starbucks Corp. (SBUX),US Stock,,,,,,,,Starbucks Corp. (SBUX),SBUX,US Stock
,,,,,,,STT,State Street Corp. (STT),US Stock,,,,,,,,State Street Corp. (STT),STT,US Stock
,,,,,,,SRCL,Stericycle Inc (SRCL),US Stock,,,,,,,,Stericycle Inc (SRCL),SRCL,US Stock
,,,,,,,SYK,Stryker Corp. (SYK),US Stock,,,,,,,,Stryker Corp. (SYK),SYK,US Stock
,,,,,,,STI,SunTrust Banks (STI),US Stock,,,,,,,,SunTrust Banks (STI),STI,US Stock
,,,,,,,SYMC,Symantec Corp. (SYMC),US Stock,,,,,,,,Symantec Corp. (SYMC),SYMC,US Stock
,,,,,,,SYF,Synchrony Financial (SYF),US Stock,,,,,,,,Synchrony Financial (SYF),SYF,US Stock
,,,,,,,SYY,Sysco Corp. (SYY),US Stock,,,,,,,,Sysco Corp. (SYY),SYY,US Stock
,,,,,,,TROW,T. Rowe Price Group (TROW),US Stock,,,,,,,,T. Rowe Price Group (TROW),TROW,US Stock
,,,,,,,TGT,Target Corp. (TGT),US Stock,,,,,,,,Target Corp. (TGT),TGT,US Stock
,,,,,,,TEL,TE Connectivity Ltd. (TEL),US Stock,,,,,,,,TE Connectivity Ltd. (TEL),TEL,US Stock
,,,,,,,TGNA,Tegna (TGNA),US Stock,,,,,,,,Tegna (TGNA),TGNA,US Stock
,,,,,,,TDC,Teradata Corp. (TDC),US Stock,,,,,,,,Teradata Corp. (TDC),TDC,US Stock
,,,,,,,TSO,Tesoro Petroleum Co. (TSO),US Stock,,,,,,,,Tesoro Petroleum Co. (TSO),TSO,US Stock
,,,,,,,TXN,Texas Instruments (TXN),US Stock,,,,,,,,Texas Instruments (TXN),TXN,US Stock
,,,,,,,TXT,Textron Inc. (TXT),US Stock,,,,,,,,Textron Inc. (TXT),TXT,US Stock
,,,,,,,COO,The Cooper Companies (COO),US Stock,,,,,,,,The Cooper Companies (COO),COO,US Stock
,,,,,,,HSY,The Hershey Company (HSY),US Stock,,,,,,,,The Hershey Company (HSY),HSY,US Stock
,,,,,,,TRV,The Travelers Companies Inc. (TRV),US Stock,,,,,,,,The Travelers Companies Inc. (TRV),TRV,US Stock
,,,,,,,TMO,Thermo Fisher Scientific (TMO),US Stock,,,,,,,,Thermo Fisher Scientific (TMO),TMO,US Stock
,,,,,,,TIF,Tiffany & Co. (TIF),US Stock,,,,,,,,Tiffany & Co. (TIF),TIF,US Stock
,,,,,,,TWX,Time Warner Inc. (TWX),US Stock,,,,,,,,Time Warner Inc. (TWX),TWX,US Stock
,,,,,,,TJX,TJX Companies Inc. (TJX),US Stock,,,,,,,,TJX Companies Inc. (TJX),TJX,US Stock
,,,,,,,TMK,Torchmark Corp. (TMK),US Stock,,,,,,,,Torchmark Corp. (TMK),TMK,US Stock
,,,,,,,TSS,Total System Services (TSS),US Stock,,,,,,,,Total System Services (TSS),TSS,US Stock
